stu_id,variable,Who am I?,code,valence
stu_HLKZL24322,TST Respose 9,a swimmer,29.0,neutral
stu_NZWIU92234,TST Respose 12,I have good grades,14.0,positive
stu_FSPCV10901,TST Respose 2,I am a 11 year old girl.,4.0,11
stu_FSPCV10901,TST Respose 2,I am a 11 year old girl.,2.0,girl
stu_CULOH75877,TST Respose 8,I am helpful,44.0,positive
stu_FQKSK24193,TST Respose 13,my favorite year was 2016 summer,24.0,positive
stu_FTOYB42084,TST Respose 20,im a funny person,46.0,positive
stu_FTOYB42084,TST Respose 20,im a funny person,21.0,none
stu_KJOZZ30475,TST Respose 10,I speak Portuguese.,25.0,neutral
stu_KJOZZ30475,TST Respose 10,I speak Portuguese.,22.0,speaksportuguese
stu_IKUOQ66846,TST Respose 8,I'm straight A student,14.0,positive
stu_QFXDD68186,TST Respose 13,I like too do my hair,30.0,positive
stu_QFXDD68186,TST Respose 13,I like too do my hair,24.0,positive
stu_QEGJI54214,TST Respose 3,i am a chicken lover,24.0,positive
stu_CNIXS57234,TST Respose 11,I don't like test,24.0,negative
stu_CNIXS57234,TST Respose 11,I don't like test,14.0,negative
stu_CDGKD03653,TST Respose 15,i have a nike tech,32.0,none
stu_AQNHF52456,TST Respose 4,business owner,13.0,neutral
stu_UEYTM01990,TST Respose 12,I play softball,29.0,neutral
stu_GXIYC47970,TST Respose 6,i am ecuadorian,7.0,ecuadorian
stu_CQRFU18177,TST Respose 7,I'm a nice person,44.0,positive
stu_CQRFU18177,TST Respose 7,I'm a nice person,21.0,none
stu_XKMAG80800,TST Respose 18,Trump supporter.,15.0,trump supporter
stu_FTOYB42084,TST Respose 8,im a sports lover,29.0,positive
stu_FTOYB42084,TST Respose 8,im a sports lover,24.0,positive
stu_WHBZD81732,TST Respose 1,i dont like math,25.0,negative
stu_WHBZD81732,TST Respose 1,i dont like math,24.0,negative
stu_OAZKI17777,TST Respose 6,[LETTER OF NAME],5.0,none
stu_KCDEU07486,TST Respose 1,I am a girl,2.0,girl
stu_HLKZL24322,TST Respose 7,a soccer player,29.0,neutral
stu_QACJQ31561,TST Respose 4,i like volleyball,29.0,positive
stu_QACJQ31561,TST Respose 4,i like volleyball,24.0,positive
stu_ZUARE93356,TST Respose 5,My favorite subject in school is math,14.0,positive
stu_QFXDD68186,TST Respose 9,I dont like math,25.0,negative
stu_QFXDD68186,TST Respose 9,I dont like math,24.0,negative
stu_YXJEP22115,TST Respose 18,I am short,35.0,neutral
stu_CPAQO78519,TST Respose 6,I am someone that learn quick,43.0,positive
stu_LJAAE92948,TST Respose 6,I play soccer,29.0,neutral
stu_CPAQO78519,TST Respose 2,I am a person who loves baby blue,24.0,positive
stu_MMNSJ38829,TST Respose 20,I don't like school.,14.0,negative
stu_ZYUDW82089,TST Respose 19,i am a [SCHOOL NAME MASCOT],14.0,neutral
stu_KWLPL21630,TST Respose 9,I like to sleep.,31.0,positive
stu_KWLPL21630,TST Respose 9,I like to sleep.,24.0,positive
stu_NZWIU92234,TST Respose 18,I babysit my neice's,31.0,neutral
stu_NZWIU92234,TST Respose 18,I babysit my neice's,12.0,neutral
stu_MMZHT88458,TST Respose 10,i love drawing,26.0,positive
stu_MMZHT88458,TST Respose 10,i love drawing,24.0,positive
stu_AQNHF52456,TST Respose 11,kind,44.0,positive
stu_BESSB35006,TST Respose 18,my skin color is brown,6.0,brown
stu_CDXSC86692,TST Respose 12,I am the person that likes to go to places,31.0,positive
stu_CDXSC86692,TST Respose 12,I am the person that likes to go to places,24.0,positive
stu_IZQGI75719,TST Respose 5,i like volleyball,29.0,positive
stu_IZQGI75719,TST Respose 5,i like volleyball,24.0,positive
stu_YPZIM54297,TST Respose 7,I am a independent child,41.0,positive
stu_YPZIM54297,TST Respose 7,I am a independent child,12.0,positive
stu_EUWJA76858,TST Respose 15,I like doing my nails.,30.0,positive
stu_EUWJA76858,TST Respose 15,I like doing my nails.,24.0,positive
stu_QQAHK93946,TST Respose 11,I have 3 sisters and 1 brother,12.0,neutral
stu_CDGKD03653,TST Respose 3,i am african,7.0,african
stu_ROXAU39801,TST Respose 10,I am honors academy student,14.0,positive
stu_EHXGF51692,TST Respose 13,I am [FIRST LAST NAME],5.0,none
stu_BDAZF88230,TST Respose 17,I am a person who loves cooking,31.0,positive
stu_BDAZF88230,TST Respose 17,I am a person who loves cooking,24.0,positive
stu_YSQPA55709,TST Respose 6,im a gamer,28.0,neutral
stu_NWVEW24693,TST Respose 1,Girl,2.0,girl
stu_IGWBR81023,TST Respose 13,im going to bahams in may,31.0,neutral
stu_CWJCN88700,TST Respose 17,I am the middle child on my dad side,22.0,middlechild
stu_CWJCN88700,TST Respose 17,I am the middle child on my dad side,12.0,neutral
stu_ZYUDW82089,TST Respose 7,someone who needs glasses,35.0,neutral
stu_WRQAA62017,TST Respose 8,Im smart,43.0,positive
stu_WRQAA62017,TST Respose 8,Im smart,25.0,positive
stu_JTZYY08754,TST Respose 20,"I like art, music, food, reading books, and I love an hate Math",31.0,positive
stu_JTZYY08754,TST Respose 20,"I like art, music, food, reading books, and I love an hate Math",24.0,positive
stu_JTZYY08754,TST Respose 20,"I like art, music, food, reading books, and I love an hate Math",25.0,positive
stu_JTZYY08754,TST Respose 20,"I like art, music, food, reading books, and I love an hate Math",26.0,positive
stu_CULOH75877,TST Respose 12,I play volleyball,29.0,neutral
stu_AHWRN95528,TST Respose 8,I am someone who loves my parents,24.0,positive
stu_AHWRN95528,TST Respose 8,I am someone who loves my parents,12.0,positive
stu_LNFOE66635,TST Respose 17,im good looking,35.0,positive
stu_FTOYB42084,TST Respose 13,im a clean person,44.0,positive
stu_HBPKA70291,TST Respose 3,funny,46.0,positive
stu_IZQGI75719,TST Respose 8,i have no pets,32.0,negative
stu_ZUARE93356,TST Respose 18,I want a pet dog,33.0,none
stu_MXNSF14478,TST Respose 10,"I have bad hearing and always say ""huh""",44.0,negative
stu_PSHZT50501,TST Respose 15,I am a person who enjoys making art,26.0,positive
stu_PSHZT50501,TST Respose 15,I am a person who enjoys making art,24.0,positive
stu_WQGUY90279,TST Respose 18,I'm good at math,25.0,positive
stu_FSPCV10901,TST Respose 5,I am in the Honors Academy.,14.0,positive
stu_GXIYC47970,TST Respose 4,I am someone who likes to eat chiken,31.0,positive
stu_GXIYC47970,TST Respose 4,I am someone who likes to eat chiken,24.0,positive
stu_JUQPD47363,TST Respose 6,I am the oldest child.,22.0,oldestchild
stu_JUQPD47363,TST Respose 6,I am the oldest child.,12.0,neutral
stu_WXAMH04104,TST Respose 18,my favorite subject is math,14.0,positive
stu_UJNMI16598,TST Respose 13,Tall,35.0,neutral
stu_TSQUQ54202,TST Respose 6,I am [FIRST NAME].,5.0,none
stu_LVOOZ80056,TST Respose 20,I am smart.,43.0,positive
stu_LVOOZ80056,TST Respose 20,I am smart.,25.0,positive
stu_ERQCY81201,TST Respose 11,I am a girl who doesnt like math but understands and somewhat good at it.,25.0,neutral
stu_ERQCY81201,TST Respose 11,I am a girl who doesnt like math but understands and somewhat good at it.,2.0,girl
stu_THKBG93560,TST Respose 10,I'm one of 10 kids in my family,12.0,neutral
stu_OMSFY97090,TST Respose 10,im a students,14.0,neutral
stu_NRKZA72454,TST Respose 10,I am a introvert.,44.0,neutral
stu_LDUML32113,TST Respose 14,i like basketball,29.0,positive
stu_LDUML32113,TST Respose 14,i like basketball,24.0,positive
stu_NKHRJ04957,TST Respose 18,I almost like starawberry,24.0,positive
stu_QFXDD68186,TST Respose 5,I'm [FIRST NAME].,5.0,none
stu_UEDQL23543,TST Respose 3,female,1.0,female
stu_GCHCS91000,TST Respose 7,i am a fortnite player,28.0,neutral
stu_HVWUJ52450,TST Respose 16,i like snapchat,24.0,positive
stu_KCRZD23226,TST Respose 20,I from Haiti,7.0,haitian
stu_FPTDO32773,TST Respose 10,Black,6.0,black
stu_CWJCN88700,TST Respose 19,I am obsessed with bracelets,30.0,positive
stu_CPVXX19825,TST Respose 19,I like to go to the beach,31.0,positive
stu_CPVXX19825,TST Respose 19,I like to go to the beach,24.0,positive
stu_MKGYA55892,TST Respose 7,music,48.0,none
stu_KCDEU07486,TST Respose 10,I am a sibling,12.0,neutral
stu_FUILC09238,TST Respose 7,i play sports,29.0,neutral
stu_UTXBZ05806,TST Respose 10,i am someone who likes cars,24.0,positive
stu_FPTDO32773,TST Respose 2,Sister,12.0,neutral
stu_FPTDO32773,TST Respose 2,Sister,2.0,girl
stu_ANQAT24428,TST Respose 19,i like to go to the park,31.0,positive
stu_ANQAT24428,TST Respose 19,i like to go to the park,24.0,positive
stu_FPTDO32773,TST Respose 1,Daughter,12.0,neutral
stu_FPTDO32773,TST Respose 1,Daughter,2.0,girl
stu_ABSGH36082,TST Respose 11,My favorite color is red,24.0,positive
stu_XHGVP79664,TST Respose 1,A girl,2.0,girl
stu_FPTDO32773,TST Respose 8,Trinidadian,7.0,trinidadian
stu_LDUML32113,TST Respose 10,i play dark souls games (a lot),28.0,neutral
stu_ANAWT41929,TST Respose 6,I love shoes,30.0,positive
stu_ANAWT41929,TST Respose 6,I love shoes,24.0,positive
stu_CETOG17008,TST Respose 19,scholar,25.0,positive
stu_KOUYR40301,TST Respose 13,I absolutely love Wingstop,24.0,positive
stu_DZJHT48666,TST Respose 18,I want more friends,33.0,neutral
stu_DZJHT48666,TST Respose 18,I want more friends,10.0,neutral
stu_DHTXQ91573,TST Respose 8,I am a students from 6 grades,22.0,6thgrade
stu_DHTXQ91573,TST Respose 8,I am a students from 6 grades,4.0,6thgrade
stu_DHTXQ91573,TST Respose 8,I am a students from 6 grades,14.0,neutral
stu_VGJIS59600,TST Respose 5,I love macarons and lasagna,24.0,positive
stu_FUILC09238,TST Respose 12,i don't like science,25.0,negative
stu_FUILC09238,TST Respose 12,i don't like science,24.0,negative
stu_NMWSA27732,TST Respose 15,I like dogs,24.0,positive
stu_WXAMH04104,TST Respose 19,my second favorite color is blue,24.0,positive
stu_QACJQ31561,TST Respose 5,my fav animal is a cat,24.0,positive
stu_XSQUV53095,TST Respose 14,I AM [FIRST NAME] A MUSIC LOVER,26.0,positive
stu_XSQUV53095,TST Respose 14,I AM [FIRST NAME] A MUSIC LOVER,5.0,none
stu_XSQUV53095,TST Respose 14,I AM [FIRST NAME] A MUSIC LOVER,24.0,positive
stu_KJOZZ30475,TST Respose 11,I'm not athletic,29.0,negative
stu_PSHPN85751,TST Respose 2,i like science,25.0,positive
stu_PSHPN85751,TST Respose 2,i like science,24.0,positive
stu_CINVJ49388,TST Respose 2,caring,45.0,positive
stu_JPMJO86637,TST Respose 8,i'm stylish,46.0,positive
stu_THKBG93560,TST Respose 7,I'm a Video gamer,28.0,neutral
stu_NKHRJ04957,TST Respose 15,I like chicken,24.0,positive
stu_QFXDD68186,TST Respose 19,I like to get things,32.0,positive
stu_QFXDD68186,TST Respose 19,I like to get things,24.0,positive
stu_ZYUDW82089,TST Respose 8,a Pakistani American,6.0,pakistani
stu_QOGPO20181,TST Respose 2,l'm 12 years old,4.0,12
stu_JPMJO86637,TST Respose 10,i'm a tik Toker,27.0,neutral
stu_PUNZK45438,TST Respose 2,i play football,29.0,neutral
stu_CPAQO78519,TST Respose 7,I am someone who loves shopping,30.0,positive
stu_CPAQO78519,TST Respose 7,I am someone who loves shopping,24.0,positive
stu_UHXBA77476,TST Respose 2,I am a 6th grade student,22.0,6thgrade
stu_UHXBA77476,TST Respose 2,I am a 6th grade student,4.0,6thgrade
stu_UHXBA77476,TST Respose 2,I am a 6th grade student,14.0,neutral
stu_PUHUL75671,TST Respose 1,student,14.0,neutral
stu_NYHDW07721,TST Respose 18,Lauryn Hill fan,26.0,positive
stu_NYHDW07721,TST Respose 18,Lauryn Hill fan,24.0,positive
stu_NRKZA72454,TST Respose 17,I love water.,24.0,positive
stu_NXWSI70882,TST Respose 12,A [DISTRICT NAME] student,14.0,neutral
stu_WQGUY90279,TST Respose 14,I hate reading,25.0,negative
stu_WQGUY90279,TST Respose 14,I hate reading,24.0,negative
stu_QOGPO20181,TST Respose 8,l help people with work,44.0,positive
stu_QOGPO20181,TST Respose 8,l help people with work,41.0,positive
stu_NWRRC44615,TST Respose 7,im brazilan and cape verdean,7.0,brazilian and cape verdean
stu_PKXZK94759,TST Respose 20,I love skincare,30.0,positive
stu_PKXZK94759,TST Respose 20,I love skincare,24.0,positive
stu_HVWUJ52450,TST Respose 12,i like numbers,24.0,positive
stu_VSSOO37726,TST Respose 6,I like all the people at my school,14.0,positive
stu_BDAZF88230,TST Respose 13,I am a person who takes accountability for their actions,41.0,positive
stu_VGJIS59600,TST Respose 2,My first languages are french and haitian creole,25.0,neutral
stu_VGJIS59600,TST Respose 2,My first languages are french and haitian creole,22.0,multilingual
stu_UYUIH18635,TST Respose 5,I like shopping,30.0,positive
stu_UYUIH18635,TST Respose 5,I like shopping,24.0,positive
stu_KWMWG76590,TST Respose 14,i help my mom with stuff,31.0,nuetral
stu_KWMWG76590,TST Respose 14,i help my mom with stuff,12.0,neutral
stu_THKBG93560,TST Respose 1,I'm a 11-year-old male,4.0,11
stu_THKBG93560,TST Respose 1,I'm a 11-year-old male,1.0,male
stu_NZWIU92234,TST Respose 6,i like watching ginny&gerioga on netflix,31.0,positive
stu_NZWIU92234,TST Respose 6,i like watching ginny&gerioga on netflix,24.0,positive
stu_NWRRN03456,TST Respose 14,"I speak four languages such as French, Haitian creole, English and Spanish.",25.0,neutral
stu_NWRRN03456,TST Respose 14,"I speak four languages such as French, Haitian creole, English and Spanish.",22.0,multilingual
stu_AHWRN95528,TST Respose 18,I am someone who likes talking,44.0,positive
stu_AHWRN95528,TST Respose 18,I am someone who likes talking,24.0,positive
stu_ORUUL82324,TST Respose 16,I don't like exercise,29.0,negative
stu_ORUUL82324,TST Respose 16,I don't like exercise,24.0,negative
stu_RNIHY62490,TST Respose 20,I have 6 shoes,32.0,none
stu_JTZYY08754,TST Respose 8,I hate games,31.0,negative
stu_JTZYY08754,TST Respose 8,I hate games,24.0,negative
stu_MIJEQ06664,TST Respose 10,I like to eat,31.0,positive
stu_MIJEQ06664,TST Respose 10,I like to eat,24.0,positive
stu_EUWJA76858,TST Respose 12,I like soccer.,29.0,positive
stu_EUWJA76858,TST Respose 12,I like soccer.,24.0,positive
stu_HMQRZ27503,TST Respose 18,I am a sigma,43.0,positive
stu_UJNMI16598,TST Respose 17,Brothers sister,12.0,neutral
stu_UJNMI16598,TST Respose 17,Brothers sister,2.0,girl
stu_MTCIM85775,TST Respose 7,I am an honors academy student,14.0,positive
stu_UEYTM01990,TST Respose 4,Math is my favorite,14.0,positive
stu_RNIHY62490,TST Respose 13,I am an honors student,14.0,positive
stu_UEVQJ25414,TST Respose 4,a entrupreuner,13.0,neutral
stu_NKHRJ04957,TST Respose 2,Im a 6th grade student,22.0,6thgrade
stu_NKHRJ04957,TST Respose 2,Im a 6th grade student,4.0,6thgrade
stu_NKHRJ04957,TST Respose 2,Im a 6th grade student,14.0,neutral
stu_ZQMQQ26810,TST Respose 3,i hate school,24.0,negative
stu_ZQMQQ26810,TST Respose 3,i hate school,14.0,negative
stu_MZIVN56293,TST Respose 12,i play alto sax,26.0,neutral
stu_CWJCN88700,TST Respose 12,"I am 5,2",35.0,neutral
stu_FPTDO32773,TST Respose 6,6th grader,22.0,6thgrade
stu_FPTDO32773,TST Respose 6,6th grader,4.0,6thgrade
stu_FPTDO32773,TST Respose 6,6th grader,14.0,neutral
stu_PUNZK45438,TST Respose 3,I like basketball player,29.0,positive
stu_PUNZK45438,TST Respose 3,I like basketball player,24.0,positive
stu_KGOWI06896,TST Respose 12,I like to play sports,29.0,positive
stu_KGOWI06896,TST Respose 12,I like to play sports,24.0,positive
stu_JOKOV89559,TST Respose 4,I am someone who is a sister,12.0,neutral
stu_JOKOV89559,TST Respose 4,I am someone who is a sister,2.0,girl
stu_ZUARE93356,TST Respose 3,I like Haitian rice,24.0,positive
stu_RSKDK68207,TST Respose 11,I love to make lists about special events.,31.0,positive
stu_RSKDK68207,TST Respose 11,I love to make lists about special events.,24.0,positive
stu_UEYTM01990,TST Respose 2,I play volleyball,29.0,neutral
stu_UEVQJ25414,TST Respose 12,i play ball,29.0,neutral
stu_SELBD60428,TST Respose 9,[FIRST LAST NAME],5.0,none
stu_DKGHS98193,TST Respose 7,im dominican and venezuelan,7.0,dominican and venezuelan
stu_TFTDG28078,TST Respose 15,traveler,31.0,neutral
stu_CWQDV67579,TST Respose 7,I am good at math,25.0,positive
stu_MXNSF14478,TST Respose 8,I have good friends,10.0,positive
stu_WDDQQ92015,TST Respose 14,i am a student,14.0,neutral
stu_CPVXX19825,TST Respose 2,I play football,29.0,neutral
stu_SOWGI28002,TST Respose 12,I am someone who loves to travel,31.0,positive
stu_SOWGI28002,TST Respose 12,I am someone who loves to travel,24.0,positive
stu_CPVXX19825,TST Respose 4,I am a [SCHOOL NAME] student,14.0,neutral
stu_TDURA35752,TST Respose 5,I am a cat owner,32.0,none
stu_SAOLH99639,TST Respose 1,a little boy,22.0,child
stu_SAOLH99639,TST Respose 1,a little boy,2.0,boy
stu_EXNUN73314,TST Respose 19,I am scared of horror movies,45.0,negative
stu_EHLZF06092,TST Respose 19,I love Bryson Tiller,24.0,positive
stu_EUWJA76858,TST Respose 9,I like hanging out with my cousins.,31.0,positive
stu_EUWJA76858,TST Respose 9,I like hanging out with my cousins.,12.0,positive
stu_EUWJA76858,TST Respose 9,I like hanging out with my cousins.,24.0,positive
stu_RDPGG44681,TST Respose 4,I am confident,45.0,positive
stu_RDPGG44681,TST Respose 4,I am confident,43.0,positive
stu_PUNZK45438,TST Respose 17,i like to sleep,31.0,positive
stu_PUNZK45438,TST Respose 17,i like to sleep,24.0,positive
stu_YPZIM54297,TST Respose 1,I am someone who likes singimg,26.0,positive
stu_YPZIM54297,TST Respose 1,I am someone who likes singimg,24.0,positive
stu_MIJEQ06664,TST Respose 2,I am sweet,44.0,positive
stu_LDUML32113,TST Respose 2,a nice person,44.0,positive
stu_LDUML32113,TST Respose 2,a nice person,21.0,none
stu_HLKZL24322,TST Respose 12,a an amine,48.0,none
stu_WEADW20158,TST Respose 2,im 11 years old,4.0,11
stu_UHXBA77476,TST Respose 19,I like flowers,24.0,positive
stu_FVHVM49769,TST Respose 7,i have 2 parents,12.0,neutral
stu_LNFOE66635,TST Respose 13,im kinda short,35.0,neutral
stu_HVWUJ52450,TST Respose 15,i like science,25.0,positive
stu_HVWUJ52450,TST Respose 15,i like science,24.0,positive
stu_IGLSS89625,TST Respose 12,i like friend,24.0,positive
stu_IGLSS89625,TST Respose 12,i like friend,10.0,positive
stu_LVOOZ80056,TST Respose 6,I am a black short girl.,35.0,neutral
stu_LVOOZ80056,TST Respose 6,I am a black short girl.,2.0,girl
stu_LVOOZ80056,TST Respose 6,I am a black short girl.,6.0,black
stu_QHOON52054,TST Respose 19,I am a believer,45.0,positive
stu_YGBLH44260,TST Respose 3,I am somebody who enjoys being rewarded for hard work.,41.0,positive
stu_OAZKI17777,TST Respose 11,[LETTER OF NAME],5.0,none
stu_JUQPD47363,TST Respose 19,I am looking forward to this study.,47.0,positive
stu_KWMWG76590,TST Respose 12,i like spending time with family,31.0,positive
stu_KWMWG76590,TST Respose 12,i like spending time with family,12.0,positive
stu_KWMWG76590,TST Respose 12,i like spending time with family,24.0,positive
stu_HXXCS05602,TST Respose 19,i'm a friend,10.0,neutral
stu_RUZUK44953,TST Respose 9,I am a person who is in Honors classes,14.0,positive
stu_VFKRH03938,TST Respose 14,i am a funny person,46.0,positive
stu_VFKRH03938,TST Respose 14,i am a funny person,21.0,none
stu_KGOWI06896,TST Respose 13,I like Five Nights at Freddy's,24.0,positive
stu_SOWGI28002,TST Respose 8,I am someone who loves to talk,45.0,positive
stu_SOWGI28002,TST Respose 8,I am someone who loves to talk,24.0,positive
stu_WAFQN21754,TST Respose 8,I am cool,46.0,positive
stu_OMSFY97090,TST Respose 11,im a students,14.0,neutral
